mazgit	mazgit
mē	mē
meh	meh
mēhan	mēhan
mehmān	mehmān
mehtar	mehtar
men	man
mēnōg	mīnō
mēš	mēš
mēšsār	mēšsār
mēwag	mēwa
mēx	mēx
mēz	mēzidan
mēzd	mēz
mēzdbān	mēzdbān
mihr	mihr
mihrbān	mihrbān
miǰag	muza
miǰūg	mišū
mīr	mīr
mistan	mēzidan
mizag	maza
mizd	muzd
mizdwar	mizdūr
moɣ	muɣ
mōr	mōr
mōrd	mōrd
morwārīd	morwārīd
mowbed	mōbod
mōy	mōy
mōyag	mōya
mōz	mōz
mōzag	mōza
mu	mux
muhr	muhr
muhrag	muhra
murdan	murdan
murdār	murdār
murwāg	murwā
mušk	mušk
mušt	mušt
muštan	muštan
mustōmand	mustmand
nab	nawa
nāfag	nāfa
naft	naft
nāl	nāl
nam	nam
nām	nām
namad	namad
nāmag	nāma
namak	namak
namāz	namāz
nāmburdār	nāmburdār
nāmīg	nāmī
nān	nān
nang	nang
nar	nar
nargis	nargis
narm	narm
nasā	nasā
nask	nask
nastaran	nastaran
nawad	nawad
naxčīr	naxčīr
naxōd	naxōd
nāxun	nāxun
naxust	naxust
nay	nay
nāy	nāy
nayestān	nayestān
nāyīzag	nāyīza
nazd	nazd
nazdīk	nazdīk
nāzišn	nāziš
nāzuk	nāzuk
nē	na
nēk	nēk
nēkōg	nēkō
nēm	nēm
nēmag	nēma
nēmrōz	nēmrōz
nēmtan	nēmtan
nērang	nērang
nērōg	nērō
nēst	nēst
nēw	nēw
nēwardaxšīr	nard
nēzag	nēza
nibard	nabard
nibardag	nibarda
nibēg	niwē
nibēs	nibēs
nibištan	nibištan
nifrīdag	nifrīd
nifrīn	nifrīn
nigāh	nigāh
nigār	nigār
nigārag	nigār
niger	nigarīdan
nigerīdan	nigarīdan
nigūn	nigūn
nih	nih
nihādan	nihādan
nihāl	nihāl
nihān	nihān
nihānīg	nihānī
nihuftan	nihuftan
nihumb	nihumb
nikōh	nikōh
nikōhīdan	nikōhīdan
nīl	nīl
nīlōpal	nīlōpal
nīlōpal	nīlōfar
nimāy	nimāy
nimūdan	nimūdan
nišān	nišān
nīšān	nīšān
nišast	nišast
nišastan	nišastan
nišāstan	nišāstan
nišēb	nišēb
nišēm	nišan
nišīn	nišīn
niwāg	nawā
niyāg	niyā
niyāyišn	niyāyiš
niyāz	niyāz
niyāzōmand	niyāzōmand
niyōxšidan	niyōšīdan
nizār	nizār
nō	nuh
nōg	naw
nōgrōz	nawrōz
nōgzādag	nawzād
nohom	nohom
nōzdah	nōzdah
ōft	uft
ohrmazd	hōrmuzd
om	om
ōmand	mand
ōr	ōr
ōš	hōš
ōšmār	šumār
ōšmārag	šumāra
